Oficina Registral,USO VEHICULO,CLASE AAP,SUB-CLASE,CARROCERIA,CATEGORIA,MARCA,MODELO,VERSION,ORIGEN,COMBUSTIBLE,FORMULA RODANTE,PBV,CILINDRADA,# ASIENTO,AÑO_MOD,ENERO,FEBRERO,total
TACNA,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,CHASIS CABINADO,N2,HINO,FD,STANDARD,JAPAN,DIESEL,4X2,10500,5123,3,2021,0,1,1
TACNA,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,CHASIS CABINADO,N2,ISUZU,FRR,CL,JAPAN,DIESEL,4X2,10400,5193,3,2021,1,0,1
TACNA,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,CHASIS CABINADO,N2,ISUZU,NLR85L-EE1AYPE,3TON,JAPAN,DIESEL,4X2,5045,2999,3,2021,0,2,2
TACNA,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,CHASIS CABINADO,N2,ISUZU,NPR75L-HL5VAYPEN,4TON,JAPAN,DIESEL,4X2,7000,5193,3,2021,4,1,5
TACNA,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,CHASIS CABINADO,N2,ISUZU,NPR75L-KL5VAYPEN,5TON,JAPAN,DIESEL,4X2,8000,5193,3,2021,2,3,5
TACNA,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,CHASIS CABINADO,N2,ISUZU,NQR90L-MQ5VAYPEN,6TON,JAPAN,DIESEL,4X2,9500,5193,3,2021,2,3,5
TACNA,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,CHASIS CABINADO,N2,JAC,HFC1055KN,SD400 VIP CHC 5.0T EIV,CHINA,DIESEL,4X2,7300,3800,3,2021,0,1,1
TACNA,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,CHASIS CABINADO,N2,JAC,HFC1061KN,SD500 VIP CHC 6.0T EIV,CHINA,DIESEL,4X2,8675,3760,3,2020,1,0,1
TACNA,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,CHASIS CABINADO,N3,ISUZU,FVR34UL-QDPES,13TON,JAPAN,DIESEL,4X2,18630,7790,3,2021,1,0,1
TACNA,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,CHASIS CABINADO,N3,KENWORTH,T800,S/V,MEXICO,DIESEL,6X4,32659,14800,2,2021,0,3,3
TACNA,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,CHASIS CABINADO,N3,VOLVO,FMX 6X4 R,FMX 6X4 R,BRAZIL,DIESEL,6X4,42000,12800,2,2021,0,1,1
TACNA,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,TRACTOCAMIONES,REMOLCADOR,N3,SINOTRUK,ZZ4257V3247P1B,HOWO A7,CHINA,DIESEL,6X4,25000,11596,2,2020,2,0,2
TACNA,Vehiculos Particulares ( Categoria M ),"MINIBUS,OMNIBUS",BUSES Y CHASISES,MINIBUS,M2C3,AICHI SAN,RY6600C,BUFALO GL,CHINA,DIESEL,4X2,4050,2982,20,2020,0,1,1
TACNA,Vehiculos Particulares ( Categoria M ),"MINIBUS,OMNIBUS",BUSES Y CHASISES,MINIBUS,M2C3,JAC,SUNRAY,SUNRAY 18 ASIENTOS 6MT 2.7 CTI EV,CHINA,DIESEL,4X2,4000,2746,18,2020,1,0,1
TACNA,Vehiculos Particulares ( Categoria M ),"MINIBUS,OMNIBUS",BUSES Y CHASISES,MINIBUS,M2C3,JAC,SUNRAY,SUNRAY 18 ASIENTOS 6MT 2.7 CTI EV,CHINA,DIESEL,4X2,4000,2746,18,2021,0,1,1
TACNA,Vehiculos Particulares ( Categoria M ),"MINIBUS,OMNIBUS",BUSES Y CHASISES,MINIBUS,M2C3,KING LONG,XMQ6600,N.T.,CHINA,DIESEL,4X2,3900,2982,20,2021,1,0,1
TACNA,Vehiculos Particulares ( Categoria M ),"MINIBUS,OMNIBUS",BUSES Y CHASISES,MINIBUS,M3C3,FUSO,ROSA,EURO 4,JAPAN,DIESEL,4X2,6200,4899,33,2019,2,1,3
TACNA,Vehiculos Particulares ( Categoria M ),"MINIBUS,OMNIBUS",BUSES Y CHASISES,CHASIS MOTORIZADO,M3,MERCEDES BENZ,O-500 RSD,O-500 RSD 2441/30,BRAZIL,DIESEL,6X2,24000,11967,0,2019,0,1,1
TARAPOTO,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,BARANDA,N2,JAC,HFC1040KN,D400 121 BAR 4.0T EIV,CHINA,DIESEL,4X2,6600,2746,3,2022,0,2,2
TARAPOTO,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,BARANDA,N2,JAC,HFC1040KRN,D400DC VIP BAR 4.0T CRDI DOB CAB E4,CHINA,DIESEL,4X2,6560,2771,6,2021,1,0,1
TARAPOTO,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,BARANDA,N2,SHIFENG,SF5815PF3,SIN VERSION,CHINA,DIESEL,4X2,10140,3856,3,2021,0,1,1
TARAPOTO,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,BARANDA,N2,SHIFENG,SF5815F3-4,N.E.,CHINA,DIESEL,4X2,7450,3660,3,2021,1,0,1
TARAPOTO,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,BARANDA,N2,SHIFENG,SSF1036HCJC2,N.E.,CHINA,GASOLINA,4X2,3860,1798,3,2021,0,1,1
TARAPOTO,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,BARANDA,N3,JAC,HFC1120KN,HFC1120KN 4X2 BAR 10.8T CRDI 180HP EIV,CHINA,DIESEL,4X2,16375,4500,3,2022,0,1,1
TARAPOTO,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,VOLQUETE,N2,SHIFENG,SF4015PD,N.E.,CHINA,DIESEL,4X2,7850,2540,3,2021,0,1,1
TARAPOTO,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,VOLQUETE,N2,SHIFENG,SF4015PD,SIN VERSION,CHINA,DIESEL,4X2,7740,2540,3,2021,3,0,3
TARAPOTO,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,VOLQUETE,N2,SHIFENG,SF5815PDF3,N.E.,CHINA,DIESEL,4X2,11750,4087,3,2021,0,1,1
TARAPOTO,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,VOLQUETE,N2,SHIFENG,SF5815PDF3,SIN VERSION,CHINA,DIESEL,4X2,12090,4087,3,2021,0,3,3
TARAPOTO,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,CHASIS CABINADO,N2,FUSO,FI,1217 CHC LONG EURO 5,INDIA,DIESEL,4X2,11990,3907,3,2021,1,0,1
TARAPOTO,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,CHASIS CABINADO,N2,HINO,DUTRO,5 TON,JAPAN,DIESEL,4X2,7500,4009,3,2021,1,0,1
TARAPOTO,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,CHASIS CABINADO,N2,HINO,DUTRO,4 TON FULL,JAPAN,DIESEL,4X2,7500,4009,3,2021,1,0,1
TARAPOTO,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,CHASIS CABINADO,N2,HINO,FC,STANDARD,JAPAN,DIESEL,4X2,10500,5123,3,2021,1,0,1
TARAPOTO,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,CHASIS CABINADO,N3,HINO,GH,LARGO-SEMI FULL,JAPAN,DIESEL,4X2,17800,7684,3,2021,1,0,1
TARAPOTO,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,CHASIS CABINADO,N3,JAC,HFC1161KR1ZT,HFC1161KR 4X2 CHC 14.8T CRDI 285HP,CHINA,DIESEL,4X2,20500,6700,3,2020,1,0,1
TARMA,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,CHASIS CABINADO,N2,ISUZU,FRR,CL,JAPAN,DIESEL,4X2,10400,5193,3,2021,3,0,3
TARMA,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,CHASIS CABINADO,N2,ISUZU,NPR75L-HL5VAYPEN,4TON,JAPAN,DIESEL,4X2,7000,5193,3,2021,2,0,2
TARMA,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,CHASIS CABINADO,N2,ISUZU,NPR75L-KL5VAYPEN,5TON,JAPAN,DIESEL,4X2,8000,5193,3,2021,3,0,3
TARMA,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,CHASIS CABINADO,N3,ISUZU,FVR34UL-QDPES,13TON,JAPAN,DIESEL,4X2,18630,7790,3,2021,1,0,1
TRUJILLO,Placa Gubernamental - Vehiculos Livianos y Pesados,CAMIONES Y TRACTO,CAMIONES,CHASIS CABINADO,N2,VOLKSWAGEN,11.180 NEW DELIVERY E5,CHASIS CABINADO,BRAZIL,DIESEL,4X2,10700,3800,3,2021,0,1,1
TRUJILLO,Placa Gubernamental - Vehiculos Livianos y Pesados,CAMIONES Y TRACTO,CAMIONES,CHASIS CABINADO,N3,VOLKSWAGEN,31.280 DC MAN E5,CHASIS CABINADO,BRAZIL,DIESEL,6X4,30500,6871,2,2021,0,1,1
TRUJILLO,Placa Gubernamental - Vehiculos Livianos y Pesados,CAMIONES Y TRACTO,CAMIONES,CHASIS CABINADO,N3,VOLVO,FMX 6X4 R,FMX 6X4 R,BRAZIL,DIESEL,6X4,42000,12800,2,2021,0,10,10
TRUJILLO,Placa Gubernamental - Vehiculos Livianos y Pesados,CAMIONES Y TRACTO,CAMIONES,CHASIS CABINADO,N3,VOLVO,FMX 6X4 R,FMX 6X4 R,BELGIUM,DIESEL,6X4,42000,12800,2,2021,0,2,2
TRUJILLO,Placa Gubernamental - Vehiculos Livianos y Pesados,CAMIONES Y TRACTO,CAMIONES,CHASIS CABINADO,N3,VOLVO,VM 4X2 R,VM 4X2 R,BRAZIL,DIESEL,4X2,17500,7200,3,2021,0,1,1
TRUJILLO,Placa Gubernamental - Vehiculos Livianos y Pesados,CAMIONES Y TRACTO,CAMIONES,CHASIS CABINADO,N3,VOLVO,VM 6X4 R,VM 6X4 R,BRAZIL,DIESEL,6X4,32000,7200,3,2021,0,1,1
TRUJILLO,Placas de Emergencia - Vehiculos Livianos y Pesados,"MINIBUS,OMNIBUS",BUSES Y CHASISES,MINIBUS,M2C3,MERCEDES BENZ,SPRINTER 416,SPRINTER 416 CDI/C3665,ARGENTINA,DIESEL,4X2,4100,2146,16,2020,1,0,1
TRUJILLO,Placas de Emergencia - Vehiculos Livianos y Pesados,"MINIBUS,OMNIBUS",BUSES Y CHASISES,MINIBUS,M2C3,MERCEDES BENZ,SPRINTER 416,SPRINTER 416CDI/C3665,ARGENTINA,DIESEL,4X2,4100,2146,16,2020,4,3,7
TRUJILLO,Vehiculos de las categorias M2 y M3 para el servicio de tranporte interprovincial de personas.,"MINIBUS,OMNIBUS",BUSES Y CHASISES,MINIBUS,M3C3,MERCEDES BENZ,SPRINTER 516,SPRINTER 516 CDI/C4325,ARGENTINA,DIESEL,4X2,5050,2143,21,2021,0,1,1
TRUJILLO,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,BARANDA,N2,DONGFENG,DF-1016L,DF-1016L B4,CHINA,DIESEL,4X2,10500,3800,3,2021,0,1,1
TRUJILLO,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,BARANDA,N2,DONGFENG,DF-512,DF-512 B4,CHINA,DIESEL,4X2,5120,2771,3,2021,1,3,4
TRUJILLO,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,BARANDA,N2,FORLAND,F300L,BJ1039V3JD3-B,CHINA,DIESEL,4X2,5710,2771,3,2021,0,1,1
TRUJILLO,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,BARANDA,N2,FORLAND,F400DC,BJ1059VCAD6-S2,CHINA,DIESEL,4X2,6660,2771,5,2021,1,0,1
TRUJILLO,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,BARANDA,N2,FORLAND,F400N,BJ1049V9JDA-1,CHINA,DIESEL,4X2,6650,2771,3,2021,3,0,3
TRUJILLO,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,BARANDA,N2,FOTON,BJ1065VDJD4-F1,BJ1065VDJD4-F1,CHINA,DIESEL,4X2,5500,2780,3,2021,0,1,1
TRUJILLO,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,BARANDA,N2,FOTON,AUMARK E 4T BAR,BJ1069VDJDA-F1,CHINA,DIESEL,4X2,6500,2771,3,2021,1,0,1
TRUJILLO,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,BARANDA,N2,JAC,HFC1040KN,D400 121 BAR 4.0T EIV,CHINA,DIESEL,4X2,6600,2746,3,2021,0,1,1
TRUJILLO,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,BARANDA,N2,JAC,HFC1040KN,D400 121 BAR 4.0T EIV,CHINA,DIESEL,4X2,6600,2746,3,2022,0,7,7
TRUJILLO,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,BARANDA,N2,JAC,HFC1040KRN,D400DC VIP BAR 4.0T CRDI DOB CAB E4,CHINA,DIESEL,4X2,6560,2771,6,2021,0,4,4
TRUJILLO,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,BARANDA,N2,JAC,HFC1055KN,SD400 VIP BAR 5.0T EIV,CHINA,DIESEL,4X2,7760,3800,3,2021,0,1,1
TRUJILLO,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,BARANDA,N2,YUEJIN,INCAPOWER X300.4,SH1042DCFZ,CHINA,DIESEL,4X2,6560,2798,3,2021,0,1,1
TRUJILLO,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,BARANDA,N3,DONGFENG,DF-1417,DF-1417 B4,CHINA,DIESEL,4X2,14490,3800,3,2021,1,3,4
TRUJILLO,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,BARANDA,N3,JAC,HFC1083KN,SD800 VIP BAR 9.0T CRDI EIV,CHINA,DIESEL,4X2,13270,3760,3,2021,0,1,1
TRUJILLO,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,BARANDA,N3,JAC,HFC1083KN,SD800 VIP BAR 9.0T CRDI EIV,CHINA,DIESEL,4X2,13270,3760,3,2022,0,1,1
TRUJILLO,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,BARANDA,N3,JAC,HFC1120KN,HFC1120KN 4X2 BAR 10.8T CRDI 180HP EIV,CHINA,DIESEL,4X2,16375,4500,3,2022,0,1,1
TRUJILLO,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,CISTERNA,N3,SINOTRUK,ZZ1257N4647P1,HOWO A7 -380,CHINA,DIESEL,6X4,41000,9726,2,2021,0,1,1
TRUJILLO,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,FURGON,N2,FORLAND,F500 VIP CB,BJ1043V9JBA-BG,CHINA,DIESEL,4X2,7300,2499,3,2021,1,0,1
TRUJILLO,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,FURGON,N2,YUEJIN,INCAPOWER X300.4,SH1042DCFZ,CHINA,DIESEL,4X2,6560,2798,3,2021,1,0,1
TRUJILLO,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,PANEL,N2,FIAT,DUCATO,ITALIA,ITALY,DIESEL,4X2,3550,2287,3,2020,1,0,1
TRUJILLO,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,PANEL,N2,FIAT,DUCATO,DUCATO,ITALY,DIESEL,4X2,3550,2287,3,2020,0,14,14
TRUJILLO,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,VOLQUETE,N2,FORLAND,FD400,BJ3042V3PBB-B3,CHINA,DIESEL,4X2,10790,3760,3,2021,0,1,1
TRUJILLO,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,VOLQUETE,N2,YUEJIN,YD 400,SH3038DAW,CHINA,DIESEL,4X2,9800,3298,3,2021,1,0,1
TRUJILLO,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,VOLQUETE,N3,FAW,CA3256P2K2T1E5A80,CA3256 VOLQUETE V430,CHINA,DIESEL,6X4,41000,11596,2,2021,0,1,1
TRUJILLO,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,VOLQUETE,N3,FORLAND,FD600,BJ3122V4PDB-F1,CHINA,DIESEL,4X2,13500,3760,3,2021,0,1,1
TRUJILLO,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,VOLQUETE,N3,FORLAND,FD800,BJ3122DEPFA-G2,CHINA,DIESEL,4X2,16000,3760,3,2021,0,1,1
TRUJILLO,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,VOLQUETE,N3,JAC,HFC3251KN,6X4 VOL 15M3 CRDI 430HP EV,CHINA,DIESEL,6X4,41000,11800,3,2021,0,1,1
TRUJILLO,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,VOLQUETE,N3,JAC,HFC3252KN,HFC3252KN 6X4 VOL 15M3 CRDI 430HP,CHINA,DIESEL,6X4,41000,11800,3,2018,1,0,1
TRUJILLO,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,VOLQUETE,N3,SINOTRUK,ZZ3168E3314D143,HOMAN,CHINA,DIESEL,4X2,13000,3760,2,2021,5,4,9
TRUJILLO,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,VOLQUETE,N3,SINOTRUK,ZZ3255N3846D1,HOMAN N7G,CHINA,DIESEL,6X4,41000,10518,2,2020,1,0,1
TRUJILLO,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,CHASIS CABINADO,N2,DONGFENG,DF-1016L,DF-1016L C4,CHINA,DIESEL,4X2,10500,3800,3,2021,2,0,2
TRUJILLO,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,CHASIS CABINADO,N2,FOTON,AUMARK E 3T CH,BJ1065VDJD4-F1,CHINA,DIESEL,4X2,5500,2771,3,2021,0,1,1
TRUJILLO,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,CHASIS CABINADO,N2,FUSO,CANTER,EURO 5 - 5TON,JAPAN,DIESEL,4X2,7500,2998,3,2021,0,2,2
TRUJILLO,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,CHASIS CABINADO,N2,FUSO,FI,1217 CHC LONG EURO 5,INDIA,DIESEL,4X2,11990,3907,3,2021,1,0,1
TRUJILLO,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,CHASIS CABINADO,N2,FUSO,FA,917 CHC LONG EURO 5,INDIA,DIESEL,4X2,9600,3907,3,2021,0,1,1
TRUJILLO,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,CHASIS CABINADO,N2,HINO,DUTRO,4 TON,JAPAN,DIESEL,4X2,7500,4009,3,2021,4,3,7
TRUJILLO,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,CHASIS CABINADO,N2,HINO,DUTRO,5 TON,JAPAN,DIESEL,4X2,7500,4009,3,2021,2,4,6
TRUJILLO,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,CHASIS CABINADO,N2,HINO,DUTRO,XZU710L-QKFMP3,JAPAN,DIESEL,4X2,6000,4009,7,2021,0,1,1
TRUJILLO,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,CHASIS CABINADO,N2,HINO,DUTRO,5 TON FULL,JAPAN,DIESEL,4X2,7500,4009,3,2021,1,0,1
TRUJILLO,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,CHASIS CABINADO,N2,HINO,FC,STANDARD,JAPAN,DIESEL,4X2,10400,5123,3,2021,0,1,1
TRUJILLO,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,CHASIS CABINADO,N2,HINO,FD,STANDARD,JAPAN,DIESEL,4X2,10500,5123,3,2021,2,4,6
TRUJILLO,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,CHASIS CABINADO,N2,HYUNDAI,EX10,TDI CRDI EURO IV,"KOREA, REPUBLIC OF",DIESEL,4X2,9700,3933,3,2021,2,1,3
TRUJILLO,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,CHASIS CABINADO,N2,HYUNDAI,HD60,TDI CRDI EURO IV,"KOREA, REPUBLIC OF",DIESEL,4X2,6500,2891,3,2020,0,1,1
TRUJILLO,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,CHASIS CABINADO,N2,HYUNDAI,HD60,TDI CRDI EURO IV,"KOREA, REPUBLIC OF",DIESEL,4X2,6500,2891,3,2021,1,2,3
TRUJILLO,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,CHASIS CABINADO,N2,HYUNDAI,EX6,STD C/CAB,CHINA,DIESEL,4X2,6500,2891,3,2020,1,0,1
TRUJILLO,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,CHASIS CABINADO,N2,HYUNDAI,EX6,STD C/CAB,CHINA,DIESEL,4X2,6500,2891,3,2021,1,0,1
TRUJILLO,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,CHASIS CABINADO,N2,HYUNDAI,EX8,STANDARD,"KOREA, REPUBLIC OF",DIESEL,4X2,7800,2891,3,2020,2,2,4
TRUJILLO,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,CHASIS CABINADO,N2,HYUNDAI,EX8,STANDARD,"KOREA, REPUBLIC OF",DIESEL,4X2,7800,2891,3,2021,0,4,4
TRUJILLO,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,CHASIS CABINADO,N2,ISUZU,FRR,CL,JAPAN,DIESEL,4X2,10400,5193,3,2021,4,3,7
TRUJILLO,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,CHASIS CABINADO,N2,ISUZU,FRR,CS,JAPAN,DIESEL,4X2,10400,5193,3,2020,1,0,1
TRUJILLO,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,CHASIS CABINADO,N2,ISUZU,NPR75L-HL5VAYPEN,4TON,JAPAN,DIESEL,4X2,7000,5193,3,2021,1,3,4
TRUJILLO,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,CHASIS CABINADO,N2,ISUZU,NPR75L-KL5VAYPEN,5TON,JAPAN,DIESEL,4X2,8000,5193,3,2020,1,0,1
TRUJILLO,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,CHASIS CABINADO,N2,ISUZU,NPR75L-KL5VAYPEN,5TON,JAPAN,DIESEL,4X2,8000,5193,3,2021,4,6,10
TRUJILLO,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,CHASIS CABINADO,N2,ISUZU,NPR75L-KL5VWYPEN,DC,JAPAN,DIESEL,4X2,7000,5193,7,2020,1,0,1
TRUJILLO,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,CHASIS CABINADO,N2,ISUZU,NPS75L-HJ5VAYPEN,4TON,JAPAN,DIESEL,4X4,6960,5193,3,2020,2,0,2
TRUJILLO,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,CHASIS CABINADO,N2,ISUZU,NQR90L-MQ5VAYPEN,6TON,JAPAN,DIESEL,4X2,9500,5193,3,2020,1,0,1
TRUJILLO,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,CHASIS CABINADO,N2,ISUZU,NQR90L-MQ5VAYPEN,6TON,JAPAN,DIESEL,4X2,9500,5193,3,2021,0,2,2
TRUJILLO,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,CHASIS CABINADO,N2,JAC,HFC1040KN,D400 121 CHC 4.0T EIV,CHINA,DIESEL,4X2,6160,2746,3,2021,0,2,2
TRUJILLO,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,CHASIS CABINADO,N2,JAC,HFC1061KN,SD500 VIP CHC 6.0T EIV,CHINA,DIESEL,4X2,8675,3760,3,2021,0,2,2
TRUJILLO,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,CHASIS CABINADO,N2,JAC,HFC1071KN,D700L VIP CHC 7.0T EIV,CHINA,DIESEL,4X2,9900,3760,3,2021,0,1,1
TRUJILLO,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,CHASIS CABINADO,N2,KAMA,KMC1040D3,LATINA,CHINA,DIESEL,4X2,4610,2771,3,2020,0,3,3
